OTU,percentage_identity,isolate
Streptococcus_34432,96.602,Streptococcus n.sp. 27098_8_82
Streptococcus_34445,99.515,Streptococcus chosunense 27098_8_53
Streptococcus_34445,99.515,Streptococcus n.sp. 27098_8_86
Streptococcus_34445,95.631,Streptococcus constellatus 20925_1_21
Streptococcus_34445,97.573,Streptococcus n.sp. 27098_8_113
Streptococcus_34445,97.573,Streptococcus n.sp. 27098_8_73
Streptococcus_34445,98.058,Streptococcus gordonii 27098_8_101
Streptococcus_34445,98.058,Streptococcus n.sp. 27098_8_75
Streptococcus_34445,99.515,Streptococcus n.sp. 20925_1_44
Streptococcus_34445,99.515,Streptococcus n.sp. 27098_8_22
Streptococcus_34445,99.515,Streptococcus n.sp. 27098_8_69
Streptococcus_34445,99.515,Streptococcus n.sp. 27098_8_91
Streptococcus_34445,99.515,Streptococcus n.sp. 20925_1_69
Streptococcus_34445,99.515,Streptococcus n.sp. 27098_8_103
Streptococcus_34445,99.515,Streptococcus n.sp. 27098_8_109
Streptococcus_34445,99.515,Streptococcus n.sp. 27098_8_76
Streptococcus_34445,99.515,Streptococcus mitis 27098_8_87
Streptococcus_34445,99.029,Streptococcus n.sp. 27098_8_23
Streptococcus_34445,99.515,Streptococcus n.sp. 27098_8_51
Streptococcus_34445,99.515,Streptococcus n.sp. 27098_8_70
Streptococcus_34445,97.573,Streptococcus parasanguinis 20925_1_10
Streptococcus_34445,97.573,Streptococcus n.sp. 20925_1_77
Streptococcus_34445,97.573,Streptococcus n.sp. 27098_8_12
Streptococcus_34445,97.573,Streptococcus parasanguinis 20925_1_143
Streptococcus_34445,97.573,Streptococcus n.sp. 27098_8_148
Streptococcus_34445,97.573,Streptococcus parasanguinis 27098_8_150
Streptococcus_34445,97.573,Streptococcus n.sp. 27098_8_177
Streptococcus_34445,97.573,Streptococcus n.sp. 27098_8_186
Streptococcus_34445,97.573,Streptococcus parasanguinis 27098_8_46
Streptococcus_34445,97.573,Streptococcus parasanguinis 27098_8_54
Streptococcus_34445,97.573,Streptococcus n.sp. 27098_8_66
Streptococcus_34445,97.573,Streptococcus n.sp. 27098_8_98
Streptococcus_34445,97.573,Streptococcus n.sp. 27098_8_99
Streptococcus_34445,95.146,Streptococcus anginosus 27098_8_173
Streptococcus_34445,99.515,Streptococcus pseudopneumoniae 20925_1_26
Streptococcus_34445,95.631,Streptococcus salivarius 20925_1_11
Streptococcus_34445,95.631,Streptococcus salivarius 20925_1_13
Streptococcus_34445,95.631,Streptococcus salivarius 27098_8_110
Streptococcus_34445,95.631,Streptococcus salivarius 27098_8_117
Streptococcus_34445,95.631,Streptococcus salivarius 27098_8_119
Streptococcus_34445,95.631,Streptococcus salivarius 27098_8_152
Streptococcus_34445,95.631,Streptococcus salivarius 27098_8_153
Streptococcus_34445,95.631,Streptococcus n.sp. 27098_8_74
Streptococcus_34445,97.087,Streptococcus n.sp. 20925_1_22
Streptococcus_34445,97.087,Streptococcus n.sp. 27098_8_134
Streptococcus_34445,97.087,Streptococcus sanguinis 27098_8_181
Streptococcus_34445,97.087,Streptococcus n.sp. 27098_8_82
Streptococcus_34446,99.515,Streptococcus chosunense 27098_8_53
Streptococcus_34446,99.515,Streptococcus n.sp. 27098_8_86
Streptococcus_34446,95.146,Streptococcus constellatus 20925_1_21
Streptococcus_34446,97.573,Streptococcus n.sp. 27098_8_113
Streptococcus_34446,97.573,Streptococcus n.sp. 27098_8_73
Streptococcus_34446,97.573,Streptococcus gordonii 27098_8_101
Streptococcus_34446,97.573,Streptococcus n.sp. 27098_8_75
Streptococcus_34446,99.515,Streptococcus n.sp. 20925_1_44
Streptococcus_34446,99.515,Streptococcus n.sp. 27098_8_22
Streptococcus_34446,99.515,Streptococcus n.sp. 27098_8_69
Streptococcus_34446,99.515,Streptococcus n.sp. 27098_8_91
Streptococcus_34446,99.515,Streptococcus n.sp. 20925_1_69
Streptococcus_34446,99.515,Streptococcus n.sp. 27098_8_103
Streptococcus_34446,99.515,Streptococcus n.sp. 27098_8_109
Streptococcus_34446,99.515,Streptococcus n.sp. 27098_8_76
Streptococcus_34446,99.515,Streptococcus mitis 27098_8_87
Streptococcus_34446,99.029,Streptococcus n.sp. 27098_8_23
Streptococcus_34446,99.515,Streptococcus n.sp. 27098_8_51
Streptococcus_34446,99.515,Streptococcus n.sp. 27098_8_70
Streptococcus_34446,97.573,Streptococcus parasanguinis 20925_1_10
Streptococcus_34446,97.573,Streptococcus n.sp. 20925_1_77
Streptococcus_34446,97.573,Streptococcus n.sp. 27098_8_12
Streptococcus_34446,97.573,Streptococcus parasanguinis 20925_1_143
Streptococcus_34446,97.573,Streptococcus n.sp. 27098_8_148
Streptococcus_34446,97.573,Streptococcus parasanguinis 27098_8_150
Streptococcus_34446,97.573,Streptococcus n.sp. 27098_8_177
Streptococcus_34446,97.573,Streptococcus n.sp. 27098_8_186
Streptococcus_34446,97.573,Streptococcus parasanguinis 27098_8_46
Streptococcus_34446,97.573,Streptococcus parasanguinis 27098_8_54
Streptococcus_34446,97.573,Streptococcus n.sp. 27098_8_66
Streptococcus_34446,97.573,Streptococcus n.sp. 27098_8_98
Streptococcus_34446,97.573,Streptococcus n.sp. 27098_8_99
Streptococcus_34446,99.515,Streptococcus pseudopneumoniae 20925_1_26
Streptococcus_34446,95.146,Streptococcus salivarius 20925_1_11
Streptococcus_34446,95.146,Streptococcus salivarius 20925_1_13
Streptococcus_34446,95.146,Streptococcus salivarius 27098_8_110
Streptococcus_34446,95.146,Streptococcus salivarius 27098_8_117
Streptococcus_34446,95.146,Streptococcus salivarius 27098_8_119
Streptococcus_34446,95.146,Streptococcus salivarius 27098_8_152
Streptococcus_34446,95.146,Streptococcus salivarius 27098_8_153
Streptococcus_34446,95.146,Streptococcus n.sp. 27098_8_74
Streptococcus_34446,97.087,Streptococcus n.sp. 20925_1_22
Streptococcus_34446,97.087,Streptococcus n.sp. 27098_8_134
Streptococcus_34446,97.087,Streptococcus sanguinis 27098_8_181
Streptococcus_34446,97.087,Streptococcus n.sp. 27098_8_82
Streptococcus_34447,99.029,Streptococcus chosunense 27098_8_53
Streptococcus_34447,99.029,Streptococcus n.sp. 27098_8_86
Streptococcus_34447,97.087,Streptococcus n.sp. 27098_8_113
Streptococcus_34447,97.087,Streptococcus n.sp. 27098_8_73
Streptococcus_34447,96.602,Streptococcus gordonii 27098_8_101
Streptococcus_34447,96.602,Streptococcus n.sp. 27098_8_75
Streptococcus_34447,99.029,Streptococcus n.sp. 20925_1_44
Streptococcus_34447,99.029,Streptococcus n.sp. 27098_8_22
Streptococcus_34447,99.029,Streptococcus n.sp. 27098_8_69
Streptococcus_34447,99.029,Streptococcus n.sp. 27098_8_91
Streptococcus_34447,99.029,Streptococcus n.sp. 20925_1_69
Streptococcus_34447,99.029,Streptococcus n.sp. 27098_8_103
Streptococcus_34447,99.029,Streptococcus n.sp. 27098_8_109
Streptococcus_34447,99.029,Streptococcus n.sp. 27098_8_76
Streptococcus_34447,99.029,Streptococcus mitis 27098_8_87
Streptococcus_34447,98.544,Streptococcus n.sp. 27098_8_23
Streptococcus_34447,99.029,Streptococcus n.sp. 27098_8_51
Streptococcus_34447,99.029,Streptococcus n.sp. 27098_8_70
Streptococcus_34447,97.087,Streptococcus parasanguinis 20925_1_10
Streptococcus_34447,97.087,Streptococcus n.sp. 20925_1_77
Streptococcus_34447,97.087,Streptococcus n.sp. 27098_8_12
Streptococcus_34447,97.087,Streptococcus parasanguinis 20925_1_143
Streptococcus_34447,97.087,Streptococcus n.sp. 27098_8_148
Streptococcus_34447,97.087,Streptococcus parasanguinis 27098_8_150
Streptococcus_34447,97.087,Streptococcus n.sp. 27098_8_177
Streptococcus_34447,97.087,Streptococcus n.sp. 27098_8_186
Streptococcus_34447,97.087,Streptococcus parasanguinis 27098_8_46
Streptococcus_34447,97.087,Streptococcus parasanguinis 27098_8_54
Streptococcus_34447,97.087,Streptococcus n.sp. 27098_8_66
Streptococcus_34447,97.087,Streptococcus n.sp. 27098_8_98
Streptococcus_34447,97.087,Streptococcus n.sp. 27098_8_99
Streptococcus_34447,99.029,Streptococcus pseudopneumoniae 20925_1_26
Streptococcus_34447,96.602,Streptococcus n.sp. 20925_1_22
Streptococcus_34447,96.602,Streptococcus n.sp. 27098_8_134
Streptococcus_34447,96.602,Streptococcus sanguinis 27098_8_181
Streptococcus_34447,96.602,Streptococcus n.sp. 27098_8_82
Streptococcus_34464,99.515,Streptococcus chosunense 27098_8_53
Streptococcus_34464,99.515,Streptococcus n.sp. 27098_8_86
Streptococcus_34464,97.573,Streptococcus n.sp. 27098_8_113
Streptococcus_34464,97.573,Streptococcus n.sp. 27098_8_73
Streptococcus_34464,97.087,Streptococcus gordonii 27098_8_101
Streptococcus_34464,97.087,Streptococcus n.sp. 27098_8_75
Streptococcus_34464,99.515,Streptococcus n.sp. 20925_1_44
Streptococcus_34464,99.515,Streptococcus n.sp. 27098_8_22
Streptococcus_34464,99.515,Streptococcus n.sp. 27098_8_69
Streptococcus_34464,99.515,Streptococcus n.sp. 27098_8_91
Streptococcus_34464,99.515,Streptococcus n.sp. 20925_1_69
Streptococcus_34464,99.515,Streptococcus n.sp. 27098_8_103
Streptococcus_34464,99.515,Streptococcus n.sp. 27098_8_109
Streptococcus_34464,99.515,Streptococcus n.sp. 27098_8_76
Streptococcus_34464,99.515,Streptococcus mitis 27098_8_87
Streptococcus_34464,99.029,Streptococcus n.sp. 27098_8_23
Streptococcus_34464,99.515,Streptococcus n.sp. 27098_8_51
Streptococcus_34464,99.515,Streptococcus n.sp. 27098_8_70
Streptococcus_34464,97.573,Streptococcus parasanguinis 20925_1_10
Streptococcus_34464,97.573,Streptococcus n.sp. 20925_1_77
Streptococcus_34464,97.573,Streptococcus n.sp. 27098_8_12
Streptococcus_34464,97.573,Streptococcus parasanguinis 20925_1_143
Streptococcus_34464,97.573,Streptococcus n.sp. 27098_8_148
Streptococcus_34464,97.573,Streptococcus parasanguinis 27098_8_150
Streptococcus_34464,97.573,Streptococcus n.sp. 27098_8_177
Streptococcus_34464,97.573,Streptococcus n.sp. 27098_8_186
Streptococcus_34464,97.573,Streptococcus parasanguinis 27098_8_46
Streptococcus_34464,97.573,Streptococcus parasanguinis 27098_8_54
Streptococcus_34464,97.573,Streptococcus n.sp. 27098_8_66
Streptococcus_34464,97.573,Streptococcus n.sp. 27098_8_98
Streptococcus_34464,97.573,Streptococcus n.sp. 27098_8_99
Streptococcus_34464,99.515,Streptococcus pseudopneumoniae 20925_1_26
Streptococcus_34464,97.087,Streptococcus n.sp. 20925_1_22
Streptococcus_34464,97.087,Streptococcus n.sp. 27098_8_134
Streptococcus_34464,97.087,Streptococcus sanguinis 27098_8_181
Streptococcus_34464,97.087,Streptococcus n.sp. 27098_8_82
Streptococcus_34465,99.029,Streptococcus chosunense 27098_8_53
Streptococcus_34465,99.029,Streptococcus n.sp. 27098_8_86
Streptococcus_34465,97.087,Streptococcus n.sp. 27098_8_113
Streptococcus_34465,97.087,Streptococcus n.sp. 27098_8_73
Streptococcus_34465,96.602,Streptococcus gordonii 27098_8_101
Streptococcus_34465,96.602,Streptococcus n.sp. 27098_8_75
Streptococcus_34465,99.029,Streptococcus n.sp. 20925_1_44
Streptococcus_34465,99.029,Streptococcus n.sp. 27098_8_22
Streptococcus_34465,99.029,Streptococcus n.sp. 27098_8_69
Streptococcus_34465,99.029,Streptococcus n.sp. 27098_8_91
Streptococcus_34465,99.029,Streptococcus n.sp. 20925_1_69
Streptococcus_34465,99.029,Streptococcus n.sp. 27098_8_103
Streptococcus_34465,99.029,Streptococcus n.sp. 27098_8_109
Streptococcus_34465,99.029,Streptococcus n.sp. 27098_8_76
Streptococcus_34465,99.029,Streptococcus mitis 27098_8_87
Streptococcus_34465,98.544,Streptococcus n.sp. 27098_8_23
Streptococcus_34465,99.029,Streptococcus n.sp. 27098_8_51
Streptococcus_34465,99.029,Streptococcus n.sp. 27098_8_70
Streptococcus_34465,97.087,Streptococcus parasanguinis 20925_1_10
Streptococcus_34465,97.087,Streptococcus n.sp. 20925_1_77
Streptococcus_34465,97.087,Streptococcus n.sp. 27098_8_12
Streptococcus_34465,97.087,Streptococcus parasanguinis 20925_1_143
Streptococcus_34465,97.087,Streptococcus n.sp. 27098_8_148
Streptococcus_34465,97.087,Streptococcus parasanguinis 27098_8_150
Streptococcus_34465,97.087,Streptococcus n.sp. 27098_8_177
Streptococcus_34465,97.087,Streptococcus n.sp. 27098_8_186
Streptococcus_34465,97.087,Streptococcus parasanguinis 27098_8_46
Streptococcus_34465,97.087,Streptococcus parasanguinis 27098_8_54
Streptococcus_34465,97.087,Streptococcus n.sp. 27098_8_66
Streptococcus_34465,97.087,Streptococcus n.sp. 27098_8_98
Streptococcus_34465,97.087,Streptococcus n.sp. 27098_8_99
Streptococcus_34465,99.029,Streptococcus pseudopneumoniae 20925_1_26
Streptococcus_34465,97.573,Streptococcus n.sp. 20925_1_22
Streptococcus_34465,97.573,Streptococcus n.sp. 27098_8_134
Streptococcus_34465,97.573,Streptococcus sanguinis 27098_8_181
Streptococcus_34465,97.573,Streptococcus n.sp. 27098_8_82
Streptococcus_34466,99.029,Streptococcus chosunense 27098_8_53
Streptococcus_34466,99.029,Streptococcus n.sp. 27098_8_86
Streptococcus_34466,95.146,Streptococcus constellatus 20925_1_21
Streptococcus_34466,97.087,Streptococcus n.sp. 27098_8_113
Streptococcus_34466,97.087,Streptococcus n.sp. 27098_8_73
Streptococcus_34466,97.573,Streptococcus gordonii 27098_8_101
Streptococcus_34466,97.573,Streptococcus n.sp. 27098_8_75
Streptococcus_34466,99.029,Streptococcus n.sp. 20925_1_44
Streptococcus_34466,99.029,Streptococcus n.sp. 27098_8_22
Streptococcus_34466,99.029,Streptococcus n.sp. 27098_8_69
Streptococcus_34466,99.029,Streptococcus n.sp. 27098_8_91
Streptococcus_34466,99.029,Streptococcus n.sp. 20925_1_69
Streptococcus_34466,99.029,Streptococcus n.sp. 27098_8_103
Streptococcus_34466,99.029,Streptococcus n.sp. 27098_8_109
Streptococcus_34466,99.029,Streptococcus n.sp. 27098_8_76
Streptococcus_34466,99.029,Streptococcus mitis 27098_8_87
Streptococcus_34466,98.544,Streptococcus n.sp. 27098_8_23
Streptococcus_34466,99.029,Streptococcus n.sp. 27098_8_51
Streptococcus_34466,99.029,Streptococcus n.sp. 27098_8_70
Streptococcus_34466,97.087,Streptococcus parasanguinis 20925_1_10
Streptococcus_34466,97.087,Streptococcus n.sp. 20925_1_77
Streptococcus_34466,97.087,Streptococcus n.sp. 27098_8_12
Streptococcus_34466,97.087,Streptococcus parasanguinis 20925_1_143
Streptococcus_34466,97.087,Streptococcus n.sp. 27098_8_148
Streptococcus_34466,97.087,Streptococcus parasanguinis 27098_8_150
Streptococcus_34466,97.087,Streptococcus n.sp. 27098_8_177
Streptococcus_34466,97.087,Streptococcus n.sp. 27098_8_186
Streptococcus_34466,97.087,Streptococcus parasanguinis 27098_8_46
Streptococcus_34466,97.087,Streptococcus parasanguinis 27098_8_54
Streptococcus_34466,97.087,Streptococcus n.sp. 27098_8_66
Streptococcus_34466,97.087,Streptococcus n.sp. 27098_8_98
Streptococcus_34466,97.087,Streptococcus n.sp. 27098_8_99
Streptococcus_34466,99.029,Streptococcus pseudopneumoniae 20925_1_26
Streptococcus_34466,95.146,Streptococcus salivarius 20925_1_11
Streptococcus_34466,95.146,Streptococcus salivarius 20925_1_13
Streptococcus_34466,95.146,Streptococcus salivarius 27098_8_110
Streptococcus_34466,95.146,Streptococcus salivarius 27098_8_117
Streptococcus_34466,95.146,Streptococcus salivarius 27098_8_119
Streptococcus_34466,95.146,Streptococcus salivarius 27098_8_152
Streptococcus_34466,95.146,Streptococcus salivarius 27098_8_153
Streptococcus_34466,95.146,Streptococcus n.sp. 27098_8_74
Streptococcus_34466,96.602,Streptococcus n.sp. 20925_1_22
Streptococcus_34466,96.602,Streptococcus n.sp. 27098_8_134
Streptococcus_34466,96.602,Streptococcus sanguinis 27098_8_181
Streptococcus_34466,96.602,Streptococcus n.sp. 27098_8_82
Streptococcus_34469,99.515,Streptococcus chosunense 27098_8_53
Streptococcus_34469,99.515,Streptococcus n.sp. 27098_8_86
Streptococcus_34469,97.573,Streptococcus n.sp. 27098_8_113
Streptococcus_34469,97.573,Streptococcus n.sp. 27098_8_73
Streptococcus_34469,97.087,Streptococcus gordonii 27098_8_101
Streptococcus_34469,97.087,Streptococcus n.sp. 27098_8_75
Streptococcus_34469,99.515,Streptococcus n.sp. 20925_1_44
Streptococcus_34469,99.515,Streptococcus n.sp. 27098_8_22
Streptococcus_34469,99.515,Streptococcus n.sp. 27098_8_69
Streptococcus_34469,99.515,Streptococcus n.sp. 27098_8_91
Streptococcus_34469,99.515,Streptococcus n.sp. 20925_1_69
Streptococcus_34469,99.515,Streptococcus n.sp. 27098_8_103
Streptococcus_34469,99.515,Streptococcus n.sp. 27098_8_109
Streptococcus_34469,99.515,Streptococcus n.sp. 27098_8_76
Streptococcus_34469,99.515,Streptococcus mitis 27098_8_87
Streptococcus_34469,99.029,Streptococcus n.sp. 27098_8_23
Streptococcus_34469,99.515,Streptococcus n.sp. 27098_8_51
Streptococcus_34469,99.515,Streptococcus n.sp. 27098_8_70
Streptococcus_34469,97.573,Streptococcus parasanguinis 20925_1_10
Streptococcus_34469,97.573,Streptococcus n.sp. 20925_1_77
Streptococcus_34469,97.573,Streptococcus n.sp. 27098_8_12
Streptococcus_34469,97.573,Streptococcus parasanguinis 20925_1_143
Streptococcus_34469,97.573,Streptococcus n.sp. 27098_8_148
Streptococcus_34469,97.573,Streptococcus parasanguinis 27098_8_150
Streptococcus_34469,97.573,Streptococcus n.sp. 27098_8_177
Streptococcus_34469,97.573,Streptococcus n.sp. 27098_8_186
Streptococcus_34469,97.573,Streptococcus parasanguinis 27098_8_46
Streptococcus_34469,97.573,Streptococcus parasanguinis 27098_8_54
Streptococcus_34469,97.573,Streptococcus n.sp. 27098_8_66
Streptococcus_34469,97.573,Streptococcus n.sp. 27098_8_98
Streptococcus_34469,97.573,Streptococcus n.sp. 27098_8_99
Streptococcus_34469,99.515,Streptococcus pseudopneumoniae 20925_1_26
Streptococcus_34469,97.087,Streptococcus n.sp. 20925_1_22
Streptococcus_34469,97.087,Streptococcus n.sp. 27098_8_134
Streptococcus_34469,97.087,Streptococcus sanguinis 27098_8_181
Streptococcus_34469,97.087,Streptococcus n.sp. 27098_8_82
Streptococcus_34473,99.029,Streptococcus chosunense 27098_8_53
Streptococcus_34473,99.029,Streptococcus n.sp. 27098_8_86
Streptococcus_34473,95.146,Streptococcus constellatus 20925_1_21
Streptococcus_34473,97.087,Streptococcus n.sp. 27098_8_113
Streptococcus_34473,97.087,Streptococcus n.sp. 27098_8_73
Streptococcus_34473,96.602,Streptococcus gordonii 27098_8_101
Streptococcus_34473,96.602,Streptococcus n.sp. 27098_8_75
Streptococcus_34473,99.029,Streptococcus n.sp. 20925_1_44
Streptococcus_34473,99.029,Streptococcus n.sp. 27098_8_22
Streptococcus_34473,99.029,Streptococcus n.sp. 27098_8_69
Streptococcus_34473,99.029,Streptococcus n.sp. 27098_8_91
Streptococcus_34473,99.029,Streptococcus n.sp. 20925_1_69
Streptococcus_34473,99.029,Streptococcus n.sp. 27098_8_103
Streptococcus_34473,99.029,Streptococcus n.sp. 27098_8_109
Streptococcus_34473,99.029,Streptococcus n.sp. 27098_8_76
Streptococcus_34473,99.029,Streptococcus mitis 27098_8_87
Streptococcus_34473,98.544,Streptococcus n.sp. 27098_8_23
Streptococcus_34473,99.029,Streptococcus n.sp. 27098_8_51
Streptococcus_34473,99.029,Streptococcus n.sp. 27098_8_70
Streptococcus_34473,97.087,Streptococcus parasanguinis 20925_1_10
Streptococcus_34473,97.087,Streptococcus n.sp. 20925_1_77
Streptococcus_34473,97.087,Streptococcus n.sp. 27098_8_12
Streptococcus_34473,97.087,Streptococcus parasanguinis 20925_1_143
Streptococcus_34473,97.087,Streptococcus n.sp. 27098_8_148
Streptococcus_34473,97.087,Streptococcus parasanguinis 27098_8_150
Streptococcus_34473,97.087,Streptococcus n.sp. 27098_8_177
Streptococcus_34473,97.087,Streptococcus n.sp. 27098_8_186
Streptococcus_34473,97.087,Streptococcus parasanguinis 27098_8_46
Streptococcus_34473,97.087,Streptococcus parasanguinis 27098_8_54
Streptococcus_34473,97.087,Streptococcus n.sp. 27098_8_66
Streptococcus_34473,97.087,Streptococcus n.sp. 27098_8_98
Streptococcus_34473,97.087,Streptococcus n.sp. 27098_8_99
Streptococcus_34473,99.029,Streptococcus pseudopneumoniae 20925_1_26
Streptococcus_34473,97.087,Streptococcus n.sp. 20925_1_22
Streptococcus_34473,97.087,Streptococcus n.sp. 27098_8_134
Streptococcus_34473,97.087,Streptococcus sanguinis 27098_8_181
Streptococcus_34473,97.087,Streptococcus n.sp. 27098_8_82
Streptococcus_34474,99.515,Streptococcus chosunense 27098_8_53
Streptococcus_34474,99.515,Streptococcus n.sp. 27098_8_86
Streptococcus_34474,97.573,Streptococcus n.sp. 27098_8_113
Streptococcus_34474,97.573,Streptococcus n.sp. 27098_8_73
Streptococcus_34474,97.087,Streptococcus gordonii 27098_8_101
Streptococcus_34474,97.087,Streptococcus n.sp. 27098_8_75
Streptococcus_34474,99.515,Streptococcus n.sp. 20925_1_44
Streptococcus_34474,99.515,Streptococcus n.sp. 27098_8_22
Streptococcus_34474,99.515,Streptococcus n.sp. 27098_8_69
Streptococcus_34474,99.515,Streptococcus n.sp. 27098_8_91
Streptococcus_34474,99.515,Streptococcus n.sp. 20925_1_69
Streptococcus_34474,99.515,Streptococcus n.sp. 27098_8_103
Streptococcus_34474,99.515,Streptococcus n.sp. 27098_8_109
Streptococcus_34474,99.515,Streptococcus n.sp. 27098_8_76
Streptococcus_34474,99.515,Streptococcus mitis 27098_8_87
Streptococcus_34474,99.029,Streptococcus n.sp. 27098_8_23
Streptococcus_34474,99.515,Streptococcus n.sp. 27098_8_51
Streptococcus_34474,99.515,Streptococcus n.sp. 27098_8_70
Streptococcus_34474,97.573,Streptococcus parasanguinis 20925_1_10
Streptococcus_34474,97.573,Streptococcus n.sp. 20925_1_77
Streptococcus_34474,97.573,Streptococcus n.sp. 27098_8_12
Streptococcus_34474,97.573,Streptococcus parasanguinis 20925_1_143
Streptococcus_34474,97.573,Streptococcus n.sp. 27098_8_148
Streptococcus_34474,97.573,Streptococcus parasanguinis 27098_8_150
Streptococcus_34474,97.573,Streptococcus n.sp. 27098_8_177
Streptococcus_34474,97.573,Streptococcus n.sp. 27098_8_186
Streptococcus_34474,97.573,Streptococcus parasanguinis 27098_8_46
Streptococcus_34474,97.573,Streptococcus parasanguinis 27098_8_54
Streptococcus_34474,97.573,Streptococcus n.sp. 27098_8_66
Streptococcus_34474,97.573,Streptococcus n.sp. 27098_8_98
Streptococcus_34474,97.573,Streptococcus n.sp. 27098_8_99
Streptococcus_34474,99.515,Streptococcus pseudopneumoniae 20925_1_26
Streptococcus_34474,97.087,Streptococcus n.sp. 20925_1_22
Streptococcus_34474,97.087,Streptococcus n.sp. 27098_8_134
Streptococcus_34474,97.087,Streptococcus sanguinis 27098_8_181
Streptococcus_34474,97.087,Streptococcus n.sp. 27098_8_82
Streptococcus_34476,99.515,Streptococcus chosunense 27098_8_53
Streptococcus_34476,99.515,Streptococcus n.sp. 27098_8_86
Streptococcus_34476,97.573,Streptococcus n.sp. 27098_8_113
Streptococcus_34476,97.573,Streptococcus n.sp. 27098_8_73
Streptococcus_34476,97.087,Streptococcus gordonii 27098_8_101
Streptococcus_34476,97.087,Streptococcus n.sp. 27098_8_75
Streptococcus_34476,99.515,Streptococcus n.sp. 20925_1_44
Streptococcus_34476,99.515,Streptococcus n.sp. 27098_8_22
Streptococcus_34476,99.515,Streptococcus n.sp. 27098_8_69
Streptococcus_34476,99.515,Streptococcus n.sp. 27098_8_91
Streptococcus_34476,99.515,Streptococcus n.sp. 20925_1_69
Streptococcus_34476,99.515,Streptococcus n.sp. 27098_8_103
Streptococcus_34476,99.515,Streptococcus n.sp. 27098_8_109
Streptococcus_34476,99.515,Streptococcus n.sp. 27098_8_76
Streptococcus_34476,99.515,Streptococcus mitis 27098_8_87
Streptococcus_34476,99.029,Streptococcus n.sp. 27098_8_23
Streptococcus_34476,99.515,Streptococcus n.sp. 27098_8_51
Streptococcus_34476,99.515,Streptococcus n.sp. 27098_8_70
Streptococcus_34476,97.573,Streptococcus parasanguinis 20925_1_10
Streptococcus_34476,97.573,Streptococcus n.sp. 20925_1_77
Streptococcus_34476,97.573,Streptococcus n.sp. 27098_8_12
Streptococcus_34476,97.573,Streptococcus parasanguinis 20925_1_143
Streptococcus_34476,97.573,Streptococcus n.sp. 27098_8_148
Streptococcus_34476,97.573,Streptococcus parasanguinis 27098_8_150
Streptococcus_34476,97.573,Streptococcus n.sp. 27098_8_177
Streptococcus_34476,97.573,Streptococcus n.sp. 27098_8_186
Streptococcus_34476,97.573,Streptococcus parasanguinis 27098_8_46
Streptococcus_34476,97.573,Streptococcus parasanguinis 27098_8_54
Streptococcus_34476,97.573,Streptococcus n.sp. 27098_8_66
Streptococcus_34476,97.573,Streptococcus n.sp. 27098_8_98
Streptococcus_34476,97.573,Streptococcus n.sp. 27098_8_99
Streptococcus_34476,99.515,Streptococcus pseudopneumoniae 20925_1_26
Streptococcus_34476,97.087,Streptococcus n.sp. 20925_1_22
Streptococcus_34476,97.087,Streptococcus n.sp. 27098_8_134
Streptococcus_34476,97.087,Streptococcus sanguinis 27098_8_181
Streptococcus_34476,97.087,Streptococcus n.sp. 27098_8_82
Streptococcus_34480,99.515,Streptococcus chosunense 27098_8_53
Streptococcus_34480,99.515,Streptococcus n.sp. 27098_8_86
Streptococcus_34480,97.573,Streptococcus n.sp. 27098_8_113
Streptococcus_34480,97.573,Streptococcus n.sp. 27098_8_73
Streptococcus_34480,97.087,Streptococcus gordonii 27098_8_101
Streptococcus_34480,97.087,Streptococcus n.sp. 27098_8_75
Streptococcus_34480,99.515,Streptococcus n.sp. 20925_1_44
Streptococcus_34480,99.515,Streptococcus n.sp. 27098_8_22
Streptococcus_34480,99.515,Streptococcus n.sp. 27098_8_69
Streptococcus_34480,99.515,Streptococcus n.sp. 27098_8_91
